energy,ssim_indices,psnr_indices
81130.92,0.2839253,9.864747702632094
82812.3,0.38973632,9.775663231773425
73828.88,0.48045135,10.274348681464138
111076.4,0.4512907,8.500393763638186
74692.68,0.516038,10.223831442249196
59721.258,0.5569501,11.195322141578036
55985.656,0.57106495,11.475844069460454
49986.14,0.5851588,11.968115803087876
43599.48,0.60252506,12.56179853660006
37884.734,0.6205825,13.171969268370686
33723.508,0.6343077,13.67728449569091
28751.88,0.6473569,14.369949324644484
26440.68,0.6593924,14.733885539834299
23660.129,0.6746859,15.216440536969602
22140.77,0.6862953,15.504685005441416
19759.346,0.70286036,15.998886384010568
22291.469,0.70702,15.47522475458522
18627.547,0.7218042,16.255055480084042
15775.3955,0.7229984,16.976809080144243
13066.553,0.73630923,17.795001589810543
10670.768,0.7442104,18.67465542689056
8638.239,0.7492458,19.592359474575012
7718.217,0.75506824,20.081441947714723
6438.3276,0.76553196,20.86888105540744
5987.457,0.77371866,21.1841875564455
5225.214,0.78841233,21.775571125462193
5030.8916,0.7963322,21.940162136390995
4539.983,0.80403095,22.386069676062952
4248.785,0.80971956,22.67396418925585
3895.9456,0.8172496,23.050482975530926
3629.8315,0.82381445,23.3577472222229
3439.397,0.82951385,23.591788670502844
3247.8828,0.83497334,23.840608451307837
3088.8809,0.8393995,24.058599977933646
2901.8618,0.84259635,24.329844680854173
2798.7627,0.8451402,24.48695108059123
2689.3948,0.84772474,24.660066385491156
2616.935,0.84997994,24.778682489916413
2495.3596,0.8530691,24.985280300030848
2468.451,0.85549647,25.032366764945813
2345.0022,0.85901815,25.255179518420057
2281.7007,0.8618652,25.374025247812945
2191.417,0.86483663,25.549361925252192
2125.9868,0.8675168,25.68100637726753
2047.6965,0.8698728,25.843955852017963
2002.0623,0.8715463,25.941836056308393
1944.9161,0.8728873,26.067602889837765
1886.5984,0.87421983,26.199817145480996
1847.3647,0.87521964,26.29108512700879
1796.7468,0.87640864,26.411742828007444
1764.117,0.8774186,26.491338282662873
1721.5515,0.8786357,26.59741137750658
1680.1328,0.8799606,26.70317550105899
1646.2058,0.88121146,26.791770315344394
1612.6829,0.8825429,26.881122223512612
1586.6658,0.8839857,26.95175743325987
1551.1403,0.885551,27.05010106218983
1520.6968,0.88706154,27.136185526444898
1499.8313,0.88828564,27.19618748501108
1470.5823,0.8892245,27.281718492562838
1449.356,0.8899727,27.344861051126923
1428.6368,0.8907585,27.407393326622632
1403.5874,0.8915036,27.484217312074396
1381.9395,0.8921709,27.55172189149085
1361.1111,0.89277476,27.61767624879336
1339.8586,0.89328766,27.68602204139047
1318.8849,0.89404374,27.75454253807961
1300.1405,0.89495134,27.816709125615624
1284.064,0.8957669,27.87074540278624
1265.6204,0.8966473,27.933577366127743
1245.2354,0.8974785,28.004097316586876
1229.626,0.89828414,28.058881426007808
1213.2278,0.8992412,28.117188276303317
1196.3639,0.90011096,28.177978915417356
1179.9343,0.90095955,28.23803323849063
1163.3005,0.9017062,28.29969232000963
1148.7305,0.90238124,28.354430256308923
1134.9204,0.9031725,28.40695771625238
1120.4534,0.9038518,28.462673733349906
1106.1497,0.9045224,28.518472624755958
1091.709,0.9050475,28.57554309773329
1078.3214,0.9056757,28.629129345418075
1065.5254,0.90642506,28.680973371956643
1052.5239,0.9072128,28.734292032040848
1040.526,0.90801287,28.784082211161547
1028.6573,0.9086509,28.833904453706786
1017.5801,0.9093837,28.880925696611484
1008.42236,0.9099023,28.920187267546794
1003.3187,0.91065264,28.942222628993637
1006.9241,0.910861,28.926644724336732
1027.7456,0.91155934,28.837755742879896
1038.8391,0.9112859,28.79112888842718
1038.8159,0.9124654,28.79122564973065
998.20825,0.9127657,28.964400249570964
965.76416,0.9141839,29.10790087850541
934.70276,0.914696,29.24987639198602
914.5132,0.9156899,29.344711911097857
900.33704,0.91619426,29.412560505920638
889.0604,0.9168849,29.467298875972734
879.4026,0.91747993,29.514734185064775
870.6045,0.91806287,29.558402870660203
862.60876,0.91866875,29.59847311475783
856.1384,0.9190952,29.6311719738882
852.0601,0.9197952,29.651909313434093
852.9828,0.92004997,29.647208878517525
862.225,0.92079276,29.600405864900704
875.1027,0.9205556,29.53602147026329
893.57117,0.9214389,29.44532042093818
876.30554,0.9213149,29.53005623947828
854.9153,0.9227602,29.63738071239382
819.70605,0.9230673,29.820030432279673
795.5593,0.92417556,29.949885870807798
779.13306,0.92458206,30.04049570320292
768.0585,0.92525077,30.102669180757104
760.13513,0.92571825,30.147703917831123
754.65686,0.9261187,30.17911634937135
751.52344,0.9266704,30.197186333335544
750.7307,0.9268739,30.20176999105508
753.6617,0.9275493,30.1848475039608
758.4519,0.9274297,30.157331552441285
767.5979,0.928221,30.105274222162528
765.47736,0.9279785,30.117288120791436
762.29755,0.9290719,30.13536660945457
743.27325,0.9290435,30.245126851176476
725.76917,0.93018633,30.34862686114922
707.8823,0.93035525,30.457001143629316
694.7655,0.9311834,30.5382292079043
