energy,ssim_indices,psnr_indices
96013.08,0.054582577,9.133307636845698
72563.32,0.060313556,10.349440387928171
80641.61,0.06033947,9.891019887998633
118075.36,0.055090617,8.235018788580899
83537.13,0.061062116,9.73781617146708
56379.855,0.064222984,11.445372209498952
46139.918,0.06580786,12.315843357278766
45907.625,0.06537094,12.337763457722668
42573.61,0.06659309,12.665206727555685
39621.418,0.06681476,12.97731170872358
35565.504,0.06740882,13.446322106925575
31514.055,0.06821866,13.97156889319945
29046.348,0.069024526,14.325696228436229
27308.162,0.06976895,14.593686861612161
26052.328,0.07060871,14.798146419214856
24892.504,0.0715374,14.99592593820162
23716.582,0.07253509,15.206090534887407
22732.791,0.07354453,15.390083964752437
22098.094,0.07450434,15.51306359655227
21722.31,0.07540371,15.587551707916063
21454.668,0.07628042,15.641393525660494
21212.117,0.07716305,15.690771172778668
20995.723,0.078049034,15.735303589374237
20815.832,0.07893007,15.772674101032532
20622.133,0.07983634,15.81327608328472
20361.266,0.080726065,15.868563693339686
20045.764,0.08161532,15.936385755760885
19731.125,0.08257884,16.005093646119388
19436.727,0.08366322,16.070380648348387
19154.37,0.08486897,16.13393324942927
18918.535,0.08611814,16.187736862134248
18722.11,0.08743206,16.233063788638095
18517.418,0.08887354,16.28080729667227
18274.312,0.09041587,16.338201553953557
18000.523,0.09198617,16.403759983997546
17743.023,0.09353628,16.466335303955873
17455.535,0.09539919,16.537280218843883
17152.89,0.097632386,16.61323857599185
16895.32,0.09984514,16.678947980586006
16644.564,0.10186141,16.74388755264225
16425.59,0.10373494,16.8014019514931
16233.862,0.10570243,16.852393118679313
16038.103,0.10781031,16.905081952510088
15827.57,0.10983076,16.962469136492338
15621.521,0.11163777,17.01937848434012
15421.68,0.113474905,17.07529476842213
15224.549,0.115495436,17.13116754159062
15043.088,0.11737087,17.18324203498626
14859.391,0.11888424,17.236601884772547
14698.576,0.12025382,17.28385901426583
14554.135,0.121789284,17.32674763972685
14425.264,0.123366795,17.36537424467552
14302.633,0.12469241,17.402451756879643
14186.649,0.12585999,17.43781339956096
14076.873,0.12718843,17.47154975917938
13967.752,0.12867968,17.50534671235497
13860.295,0.13002361,17.538887137789516
13759.597,0.13110475,17.5705546949573
13662.1045,0.13215856,17.60143590567329
13568.457,0.13333915,17.631307269907456
13480.138,0.13456108,17.65966825212885
13390.34,0.1358518,17.688696080059195
13304.455,0.13733618,17.716640740348936
13220.682,0.1388783,17.744073238109518
13138.27,0.14018334,17.771230247036154
13056.982,0.14126004,17.79818352670084
12977.642,0.14240082,17.824654086106403
12902.494,0.14366302,17.84987500499775
12829.865,0.14481176,17.87439094840011
12761.855,0.14585438,17.897473329099768
12698.545,0.14703378,17.919072100371984
12641.067,0.1482923,17.938774075698447
12586.682,0.14935629,17.957499084711344
12530.496,0.15032631,17.976928842389093
12470.789,0.15149179,17.997672448847947
12410.625,0.15273632,18.018675007954553
12352.485,0.15382381,18.03906836488309
12297.597,0.15487806,18.05840932815232
12246.799,0.15602143,18.07638584308483
12199.346,0.15710081,18.09324660259605
12154.07,0.15806474,18.10939422784827
12109.973,0.15908283,18.125180082305356
12066.447,0.16009422,18.140817484077875
12022.871,0.16096632,18.156529864910336
11979.727,0.16185565,18.172142756574235
11937.425,0.16280277,18.187505221778693
11896.768,0.16361673,18.202321888647038
11859.055,0.1643932,18.216110932205
11823.37,0.16531955,18.22919879305671
11788.33,0.16620182,18.24208866342663
11752.615,0.1669855,18.255266598064967
11717.195,0.16790016,18.268374994401427
11683.195,0.16884299,18.280995316966543
11651.159,0.16963631,18.29292040561401
11620.671,0.1704411,18.304299602755673
11591.174,0.17123026,18.315337560498897
11562.01,0.17194873,18.32627848499834
11532.973,0.17277004,18.33719893457593
11504.3125,0.17354749,18.348005054475394
11476.623,0.17426218,18.358470627127772
11450.133,0.17504127,18.36850647932718
11424.534,0.1756735,18.378226683603195
11399.15,0.1762895,18.38788681284325
11373.788,0.1770138,18.3975604905299
11349.315,0.17762129,18.406915063837392
11325.808,0.17831291,18.415919899944594
11303.08,0.17892961,18.42464348549506
11280.956,0.1795751,18.433152634600095
11259.006,0.18022723,18.44161134669137
11237.365,0.18081312,18.449966926984217
11216.238,0.18151323,18.458139416570745
11195.73,0.18201137,18.466087785164248
11175.633,0.18266647,18.47389023850242
11155.889,0.18305086,18.481569872347183
11136.745,0.18386973,18.4890288032507
11119.582,0.1839544,18.49572696651361
11108.77,0.18526702,18.49995194200448
11123.488,0.1841323,18.494202163082672
11215.341,0.18705906,18.458486963657535
11562.969,0.18067122,18.325918421996228
11573.859,0.18758105,18.321829757923446
11260.645,0.18235196,18.44097900444488
11113.523,0.1838873,18.49809386150439
11266.223,0.18762332,18.438828334968555
11009.486,0.18678325,18.53894135587831
11137.965,0.18522255,18.488553300754155
10972.623,0.18826227,18.55350722727232
11055.002,0.19010568,18.52102334123353
10950.93,0.18960221,18.562101963630248
10970.437,0.18866074,18.554372672057603
10931.232,0.18995826,18.569920747299616
10900.023,0.19181196,18.582337622305182
10910.55,0.19221443,18.578145410752814
10846.742,0.19184898,18.60361883289466
10872.092,0.19178814,18.593480680671227
10816.293,0.1930927,18.615827099377878
10822.461,0.19445248,18.613351376299065
10794.955,0.19502299,18.624403517300635
10771.191,0.19460122,18.633974674065563
10771.007,0.19441874,18.634048736068095
10735.213,0.19560184,18.64850526897367
10735.371,0.19688304,18.648441220070314
10708.297,0.19714732,18.659407710231786
10696.228,0.19678104,18.664305564632816
10684.072,0.19723602,18.669243715603056
10660.257,0.1983931,18.67893516321248
10655.783,0.19898178,18.68075765566291
10630.926,0.1990525,18.690901087281738
10623.806,0.19917752,18.693810698076227
10604.676,0.19978064,18.701637868454
10591.889,0.20065604,18.706877571432212
10579.118,0.2013098,18.712116897101435
10561.025,0.20133992,18.71955077760258
10552.345,0.20135124,18.723122205584783
10532.498,0.20219673,18.731298001280003
10524.04,0.20306486,18.734786834637312
10506.088,0.20322114,18.74220150052516
10494.526,0.20331113,18.74698346197713
10480.284,0.20396383,18.752881277093717
10466.604,0.20475143,18.75855396992042
10452.836,0.20526719,18.764270190119866
10439.291,0.2053849,18.76990185630565
10426.482,0.205603,18.77523332547958
10411.535,0.20645179,18.781464276010748
10399.049,0.20712529,18.78667583073706
10385.044,0.20726067,18.79252842126007
10371.889,0.20762897,18.798033193324507
10357.591,0.20824982,18.804024183840077
10344.446,0.20884196,18.809539573139425
10330.917,0.20919244,18.815223049629953
10317.779,0.20946272,18.820749300071636
10303.965,0.21015082,18.826568136563854
10290.684,0.21063994,18.832169160111476
10276.594,0.21106923,18.838119757991837
10263.654,0.21142985,18.843591661742416
10249.455,0.21198215,18.849603892176752
10236.724,0.21252482,18.855002198199188
10222.705,0.2129816,18.860953223468147
10209.718,0.21332265,18.86647451792524
10196.197,0.21384007,18.8722294166805
10183.071,0.214399,18.877823906687528
10170.075,0.21476512,18.883370241974482
10159.152,0.21500807,18.888036964526787
10159.828,0.21587247,18.887748000590243
10240.071,0.21496601,18.85358220485019
10608.691,0.21515037,18.699993653339572
11476.49,0.2061975,18.35852118311516
10421.297,0.21316426,18.77739404407845
10640.525,0.2118001,18.686981476387338
10462.426,0.20975108,18.760287766628334
10479.172,0.2093951,18.75334222415624
10337.276,0.21104671,18.812550469699726
10401.915,0.21224038,18.785478856794406
10278.584,0.2145577,18.837278853321536
10280.662,0.21605222,18.836401200775484
10275.19,0.2164284,18.838712980890875
10171.904,0.21641098,18.882589099960757
10222.031,0.2167842,18.861239847828806
10150.146,0.21851237,18.89188878954039
10119.702,0.21907727,18.904934390475656
10135.822,0.2180895,18.898021801673686
10078.445,0.21811561,18.92267657568972
10061.305,0.21995097,18.930068963680267
10076.669,0.22177224,18.923441649424923
10004.406,0.2222026,18.9546987739028
10023.985,0.22124635,18.94620769546606
10004.117,0.221685,18.95482380612193
9958.252,0.22350977,18.974780427457908
9984.21,0.22438757,18.963474654757043
9937.43,0.22408439,18.98387112999824
9929.496,0.22342199,18.987339743162398
9927.505,0.22389436,18.988210571622155
9892.342,0.22514935,19.003620838830365
9894.061,0.22587357,19.002865946004054
9874.294,0.22603172,19.01155148248093
9857.559,0.2259093,19.018918000594912
9850.061,0.22609814,19.02222246719227
9831.065,0.22687204,19.030605853685994
9820.631,0.22784893,19.035217927818035
9806.773,0.22829382,19.041350184925466
9794.051,0.22809522,19.046988010794315
9781.343,0.22838056,19.052626964040368
9768.018,0.22943108,19.058547586696637
9757.987,0.23010598,19.06300926753808
9741.125,0.22997604,19.070521047988695
9734.842,0.2299728,19.07332284486602
9717.449,0.23079832,19.081088750832187
9709.358,0.23147897,19.084706238416402
9696.357,0.23167549,19.090525530836327
9684.994,0.23180659,19.09561795779102
9674.541,0.2321235,19.1003076231386
9662.442,0.2326787,19.105742468109494
9652.275,0.23313789,19.11031436644095
9640.576,0.2331634,19.115581578427385
9630.656,0.23331775,19.120052666614043
9619.319,0.23402615,19.12516854066034
9609.414,0.23441805,19.129642637389914
9598.639,0.2343343,19.13451561755711
9588.542,0.23465146,19.139086044413837
9578.355,0.23527004,19.14370254885737
9568.409,0.2355804,19.148214285875834
9558.693,0.23574741,19.152626420744237
9548.163,0.23608512,19.1574137088625
9539.527,0.2365623,19.16134352900996
9528.895,0.23694552,19.166186214667174
9519.941,0.23706467,19.170269309352655
9510.07,0.23740667,19.17477414585235
9501.023,0.23786326,19.17890790010041
9491.766,0.23804975,19.183142054391354
9482.203,0.23842053,19.187519290018475
9473.605,0.23874818,19.19145841917936
9464.354,0.23886685,19.19570195375509
9455.737,0.2392592,19.199657903266143
9447.095,0.23965073,19.203628936600843
9438.215,0.23985688,19.207713117098
9429.806,0.24005908,19.211584480765328
9421.369,0.2405657,19.21547184517749
9412.76,0.24074441,19.219442268421382
9404.587,0.24092662,19.22321431613406
9396.412,0.2413599,19.22699116216241
9388.145,0.24153806,19.23081436914788
9380.125,0.24185072,19.234525276525613
9372.491,0.24209799,19.238061346839977
9365.326,0.24239944,19.241382942724478
9359.674,0.24255814,19.244004705661
9359.623,0.24310406,19.244027800439593
9374.869,0.2424667,19.2369597247102
9424.994,0.24322627,19.21380047088555
9470.781,0.24155933,19.192753814891795
9401.988,0.24313183,19.2244145951883
9370.319,0.24092828,19.239067753838793
9400.85,0.24139893,19.224940875045093
9551.881,0.24432923,19.15572296011545
9731.065,0.23947634,19.0750075944834
9416.07,0.24288243,19.217914786877966
9449.875,0.24161641,19.202350751815857
9463.414,0.2396269,19.196133073295137
9421.924,0.2406754,19.21521615258125
9449.293,0.24167852,19.20261858656255
9375.821,0.24233882,19.236518484034125
9407.461,0.24386232,19.22188784933555
9365.33,0.2451482,19.241380581289455
9368.717,0.24479426,19.239811093133522
9344.016,0.24500759,19.251276172352572
9339.855,0.24585335,19.25320996018818
9323.43,0.24553029,19.260854729446287
9313.369,0.24514927,19.26554362987265
9307.906,0.24582587,19.268092054074792
9290.673,0.24622941,19.27614016197778
9291.607,0.24622025,19.275703207965954
