mse,ssim_indices,psnr_indices
0.093262635,0.4290606,11.502890466488903
0.079757504,0.5985412,12.419774661252333
0.06628865,0.7600557,13.587039903530933
0.07345153,0.7714439,12.941428544953018
0.062303327,0.83428526,14.005635505370279
0.061885517,0.84191483,14.054569801768416
0.057395708,0.86051154,14.574048727191705
0.05525541,0.8536069,14.852171597665631
0.056755595,0.8458166,14.655983465387955
0.057609253,0.8633878,14.549454103993096
0.055389665,0.8562371,14.829702442070706
0.052372918,0.8541784,15.247781673130682
0.05232858,0.8663203,15.255949512555842
0.050329655,0.86539954,15.560615907004852
0.04635968,0.8772147,16.235434101900676
0.0503374,0.87426615,15.555214789085742
0.043134697,0.89279133,16.855500284694525
0.044390626,0.8691284,16.613204840712562
0.041888148,0.8773063,17.131550245678216
0.043688886,0.8913049,16.745368899719054
0.034371007,0.9180657,19.278088249042796
0.03945662,0.8895912,17.723374249771872
0.036273062,0.91085005,18.62408661502968
0.03341247,0.91850376,19.64360688580969
0.03310489,0.91267556,19.77071767184169
0.03426339,0.92103094,19.299506759272372
0.034840636,0.9166634,19.092002179831056
0.03386397,0.90989536,19.462638659260975
0.030540545,0.92692536,20.97636727111726
0.031656332,0.918963,20.38142057468633
0.033379056,0.9154904,19.623500795147862
0.03273269,0.91467637,19.91499666434214
0.032270372,0.91889805,20.1031706892908
0.029167015,0.9318935,21.75389919741872
0.030305985,0.9364918,21.07454594740188
0.028329998,0.94639397,22.3770988612303
0.031600814,0.9242788,20.40897484975438
0.027636584,0.946655,22.92555596074912
0.02840254,0.9394478,22.29475849173611
0.029398441,0.9419813,21.6649295862453
0.02906113,0.94459134,21.86864558332275
0.02846405,0.9422021,22.270246911191506
0.026846636,0.9536476,23.662066934516677
0.028664175,0.9433918,22.14145286860113
0.027851593,0.94264716,22.725825393877873
0.026656484,0.95083904,23.833589722241722
0.02717191,0.9507484,23.33250636284548
0.028722689,0.94341666,22.067812803737304
0.026926553,0.9521921,23.566693971075164
0.026778769,0.9524831,23.68192873426354
0.02788022,0.94415957,22.707509288462315
0.027114809,0.94688326,23.379903703878398
0.026147729,0.95737857,24.417879940072353
0.026574582,0.9513588,23.920854578384862
0.026368346,0.9551416,24.14649626727208
0.026015919,0.9553377,24.577777837140292
0.0266172,0.95220417,23.887911811823095
0.026018944,0.9547799,24.5800700856128
0.027670039,0.94919163,22.868496369835594
0.027663246,0.94693565,22.883876421944844
0.026605308,0.9509971,23.868921441171906
0.025926635,0.95538443,24.682009169829033
0.026997156,0.9520493,23.49348089740242
0.025683528,0.9576383,24.98548715303656
0.025861112,0.9566078,24.763997403428636
0.026174601,0.9554682,24.38170164005099
0.025622815,0.95876956,25.080543086523587
0.025936149,0.95646286,24.655599796888584
0.028634792,0.9553745,22.154241214096206
0.025994942,0.95817775,24.609178027810955
0.026295833,0.95718676,24.250462120192466
0.025408342,0.957278,25.404542761746708
0.02549281,0.9602228,25.30276277202389
0.025638958,0.9584496,25.053317875292134
0.025027959,0.96046907,26.015693054363066
0.025448468,0.9604151,25.34522924706294
0.02600382,0.95478386,24.560988343899737
0.02642047,0.9555196,24.101744639566004
0.025423765,0.95787627,25.34973386121818
0.026428027,0.9527767,24.08017394953113
0.026005149,0.9557509,24.555691179712888
0.025996603,0.9583275,24.593445077945603
0.025770921,0.9579377,24.90595713668599
0.025324311,0.9592552,25.515069309567874
0.026229054,0.95392853,24.292704384334915
0.02596483,0.9547765,24.611836493186956
0.025325542,0.9581062,25.50026879662946
0.025622826,0.95817417,25.09577869346403
0.026213408,0.95481586,24.316074221938653
0.026752919,0.9518079,23.729580024511176
0.025479987,0.9569089,25.284026490299055
0.025192428,0.9605457,25.730588777731622
0.026277386,0.95496815,24.248920940403792
0.025106912,0.96171266,25.873708734650954
0.02489058,0.9613705,26.2474828667678
0.024904525,0.960982,26.21106914144879
0.02554848,0.9592681,25.18873036681442
0.025996845,0.95766777,24.60899216904448
0.025752287,0.9583821,24.92326527777543
0.025970414,0.9548881,24.620895207165
0.025645781,0.96043044,25.072417803093035
0.025111636,0.96025395,25.845673800059743
0.025715873,0.95973736,24.930080395048346
0.025258705,0.95884466,25.631558718597272
0.026321739,0.9552419,24.203982731732673
0.024984246,0.96222204,26.108845129140363
0.025634712,0.95889455,25.033492692697056
0.025031965,0.9604485,25.99012247881128
0.025233023,0.96129686,25.69714055294653
0.024992999,0.9609255,26.076519742191067
0.025512207,0.9586556,25.262636283272705
0.02553932,0.95997024,25.222152514267435
0.024946332,0.95957714,26.148181942477883
0.02612945,0.95629674,24.405834814601604
0.025304522,0.9578518,25.56399328848415
0.024956375,0.9599026,26.126084051261323
0.02500555,0.96187955,26.050215230862328
0.024833351,0.9615665,26.331746240331952
0.024779072,0.96251035,26.468220530298794
0.024484096,0.9631174,27.080490902882943
0.024859762,0.9595843,26.29864545195702
0.02508695,0.95930713,25.912753259895585
0.024793934,0.96235013,26.44205258170762
0.024784233,0.9615402,26.409093317760885
0.025460444,0.9595719,25.298015707915624
0.02529341,0.9588372,25.58539754073579
0.024343288,0.9635191,27.40348846723444
0.02472595,0.961436,26.559896923268855
0.02503635,0.959721,25.989445769099866
0.024849614,0.9596012,26.320842478766618
0.024972815,0.9609818,26.121114998306034
0.02485185,0.9625018,26.344369848200657
0.024869438,0.96048784,26.254819803792714
0.02485359,0.9613283,26.322244445292853
0.025056332,0.96309096,25.94303844708466
0.025091125,0.95964116,25.86624203462257
0.024604267,0.9623437,26.832856822313296
0.024412345,0.96295255,27.2710018726602
0.02492643,0.9622032,26.19197206159243
0.024939332,0.96171325,26.167525045587677
0.026871508,0.95456105,23.610982464594468
0.025042932,0.96023625,25.955264683185458
0.024801716,0.9601311,26.422177465143616
0.024942823,0.9601281,26.176629523836525
0.024804365,0.96111387,26.413811296978523
0.024239268,0.9643753,27.641595703227576
0.02434746,0.9629855,27.374052353803858
0.024995392,0.9608493,26.0280980159563
0.024950966,0.96060795,26.15066692382403
0.024361504,0.96204203,27.34369469289659
0.02439871,0.96473575,27.255689308265424
0.0250532,0.96253014,26.001557222388794
0.024127763,0.9638238,27.966324129214087
0.024314687,0.9626673,27.46415651034683
0.023942892,0.964137,28.46561540944346
0.024986729,0.9583566,26.060270363056482
0.02494689,0.96056014,26.096434467331324
0.024270823,0.96389556,27.61957374617287
0.024238555,0.9622543,27.59378615683939
0.024506882,0.9617893,27.029087029646618
0.02417606,0.9644279,27.819101494833024
0.024383163,0.964483,27.316079405391626
0.024269436,0.9638698,27.57789033403581
0.024355337,0.96425205,27.32970388937848
0.024143722,0.9634936,27.90281014925215
0.024484541,0.96176267,27.079930092099616
0.024425354,0.9639302,27.20268490743448
0.02463137,0.9621622,26.76260350735832
0.024422795,0.96340066,27.205124592795983
0.024441024,0.9618602,27.1367708024982
0.024088344,0.963907,28.013141254053586
0.024473956,0.9619029,27.133055469625788
0.024238955,0.9631025,27.64599876339256
0.024990117,0.9599159,26.03693668087461
0.024430519,0.9634697,27.197858081984478
0.02443718,0.9649265,27.174990502063572
0.024749212,0.9612245,26.530120507370277
0.024393845,0.96262217,27.27877147426487
0.024433628,0.96359783,27.19993119890656
0.024416318,0.96163064,27.158526083902625
0.024221536,0.9629781,27.690198820657123
0.02403326,0.96359843,28.15493749850305
0.024323141,0.9616475,27.455091973211406
0.024732575,0.960706,26.569821974700858
0.024887677,0.9611756,26.249217880968942
0.023993373,0.9653559,28.302690299722585
0.024349704,0.96286184,27.353597642414606
0.024490256,0.9623769,27.03809843163985
0.023859512,0.9650104,28.705284649323993
0.02476224,0.95975775,26.484737742250466
0.024506692,0.96242696,27.008277800139602
0.024236282,0.9634981,27.674628404223405
0.024259333,0.9632029,27.58435529192221
0.024015632,0.96546775,28.253436841517512
0.023940556,0.9657619,28.486112440160962
0.024032248,0.96533656,28.2208122354122
0.024629695,0.9614437,26.72023033108113
0.024416387,0.96239233,27.15743241930353
0.024095755,0.96349955,27.989391004631877
0.024099465,0.964293,27.959444582125247
0.023945637,0.96578664,28.438811932777956
0.024280919,0.963185,27.560581321990743
0.024994476,0.9624524,26.10119818343287
0.024125982,0.96610165,27.983670589944012
0.024390277,0.96468353,27.273398355601415
0.024420548,0.96371406,27.242534163474566
0.023712214,0.96597356,29.221609879223717
0.02423196,0.9639933,27.63044496449369
0.024812227,0.96117854,26.33198618377979
0.024864975,0.96192497,26.279037634696966
0.024318159,0.9636028,27.41040519130341
0.023815643,0.9677405,28.88548568193732
0.024186572,0.9638056,27.750405001481635
0.025031202,0.9598398,26.02887777543046
0.024017483,0.9663145,28.262166418731635
0.024021383,0.96472335,28.216759309617437
0.024144765,0.9661643,27.884425926412938
0.024073336,0.9655196,28.06789705427825
0.024400605,0.9624869,27.233804292192406
0.024158012,0.96495885,27.76968621348848
0.024114545,0.9648891,27.944543048804906
0.0237445,0.9664927,29.112204170971367
0.024358153,0.96374935,27.333216412175446
0.024155956,0.96596766,27.85847236490037
0.024557944,0.96372175,26.887155728376243
0.024501354,0.9640208,27.01795379549912
0.024252778,0.96582603,27.620213030801782
0.025064796,0.9601898,25.970042922264515
0.024307415,0.96309584,27.42937434613145
0.023898765,0.9663377,28.57691376982376
0.024332702,0.96480256,27.380318353596437
0.023984065,0.9665113,28.34939327516132
0.02396942,0.9671845,28.38598306786984
0.024354797,0.965523,27.38846175763369
0.023737606,0.9678634,29.13867601244194
0.023935726,0.9655204,28.44754382993209
0.02450433,0.9624562,26.977789087664217
0.02400044,0.9656313,28.26867161551485
0.023924893,0.9661069,28.501098782562305
0.023718506,0.9670585,29.211457873656364
0.023845568,0.96584916,28.72160937644476
0.023882493,0.965911,28.621741060433855
0.024417548,0.96345407,27.244146924818114
0.024175476,0.9654484,27.802266522491
0.023765843,0.9669573,29.030927425603398
0.024135424,0.9652951,27.87560824864764
0.024065902,0.9657394,28.10862213012595
0.02366363,0.96791315,29.41556204941137
0.024614928,0.9621606,26.73080574590231
0.023704078,0.96857446,29.241584409567402
0.023687249,0.9665429,29.286404438505734
0.024660412,0.9638998,26.657280698850798
0.024024706,0.965194,28.21524715098429
0.02401003,0.9648935,28.242020715743568
0.024437584,0.9637436,27.164537824015532
0.023804447,0.96713156,28.865156669140426
0.023810346,0.96693164,28.861705250425594
0.023898765,0.96664625,28.587997684163973
0.02381989,0.96669054,28.850817781065846
0.023758156,0.96697766,29.01416161249375
0.024288908,0.9639911,27.526174081279443
0.023891892,0.9664946,28.55027333562516
0.02417694,0.9677622,27.811348431734615
0.023775464,0.9675861,29.031452046898018
0.023925256,0.9664967,28.517813054563163
0.023653615,0.96756154,29.402555336656317
0.023884473,0.96613264,28.603008035295446
0.024370503,0.96292585,27.251673058895648
0.023581818,0.9686143,29.711360116127167
0.024683794,0.9637392,26.652708993731732
0.024430923,0.9630401,27.132282711865
0.024149738,0.963453,27.841362481021108
0.023845783,0.9668494,28.762688464673516
0.023712402,0.9685276,29.247999083250065
0.023893883,0.9660969,28.60598524530445
0.023915231,0.96650964,28.515391043144668
0.024067951,0.96522886,28.035787075999934
0.023689141,0.967761,29.283721939199157
0.023750644,0.9667905,29.033306899875786
0.023628464,0.9675346,29.515356293158025
0.023918187,0.9652567,28.498168406128414
0.023780555,0.96705586,28.95738631287307
0.023578197,0.96785,29.70162955959545
0.023689043,0.9677599,29.288251128158954
0.023773909,0.9669443,28.982171167239294
0.023818549,0.96645737,28.859101303359683
0.023660567,0.96765584,29.36442731022328
0.023885384,0.9661701,28.626816367332594
0.024024516,0.96639806,28.20700804308093
0.023700465,0.9677233,29.252749326017376
0.024113439,0.96620816,27.91707379455881
0.024113297,0.9659969,27.912182016770494
0.024074744,0.96574444,28.05378071718151
0.023939542,0.9649577,28.483994728584584
0.024072617,0.9643535,28.03606484566679
0.02376924,0.9683601,29.049976361543663
0.024157267,0.9651019,27.910267288560682
0.023773065,0.9668836,28.996525346463944
0.023455381,0.9686897,30.251518809555282
0.023772959,0.9670946,28.947190621729952
0.023642285,0.96803457,29.447123337175753
0.024028953,0.9666981,28.16073574787356
0.023753231,0.96636915,29.07022518398999
0.02419151,0.9657243,27.76640476135408
0.023999844,0.96562487,28.250575335980148
0.023598488,0.967449,29.613917146063624
0.0238626,0.9668278,28.683620126997123
0.023970326,0.96709305,28.366032809227963
0.023734376,0.9681559,29.114138579001988
0.023752153,0.96728754,29.073284180611203
0.024156062,0.96557635,27.849631337168358
0.024262693,0.9646366,27.56924681399496
0.023603812,0.9683321,29.619817816983634
0.023704117,0.9684134,29.295831537711457
0.023821592,0.96810657,28.85038816686782
0.023661045,0.96854264,29.435470902608827
0.024162889,0.96479034,27.79807302772101
0.023897788,0.96702915,28.57127901522944
0.023887258,0.9655445,28.534926581453934
0.024029966,0.96620613,28.144754303816207
0.023922414,0.9659496,28.47321853641768
0.023701608,0.9656519,29.181468610424307
0.024034027,0.9662285,28.196193643236022
0.023698654,0.967467,29.277010504259312
0.023758318,0.96791625,29.091581471810915
0.023991456,0.9667177,28.349600927906977
0.023600996,0.96843976,29.6135314890116
0.023701128,0.96756715,29.199924847584064
0.023870151,0.9666768,28.687414652136184
0.023808464,0.9670358,28.8554616276907
0.024339616,0.96338195,27.360427875311867
0.023618132,0.9686661,29.52889271481248
0.023622323,0.9685293,29.50414293197225
0.023641657,0.9688675,29.43988119394323
0.023989756,0.96536595,28.25179696627352
0.023673322,0.96816736,29.324359757321922
0.023765478,0.968231,28.97286926417051
0.023375794,0.96938926,30.605487693946998
0.02335882,0.969888,30.737811531378195
0.02328502,0.97009534,31.091395655267966
0.023651496,0.9687821,29.40672649754614
0.023591783,0.9686273,29.674138813864577
0.023875833,0.9659403,28.632845000344105
0.023501065,0.96997195,30.098082537891262
0.024448542,0.9640756,27.112298169976356
0.024042964,0.96522146,28.149539792862438
0.023852935,0.96722865,28.68739961861065
0.023533378,0.9688731,29.872608863741064
0.02355574,0.96930104,29.83195048592606
0.023763712,0.9667122,29.041504084611873
0.024138525,0.96591043,27.900157621006812
0.023721695,0.96726733,29.171205062245097
0.02381283,0.9670275,28.807314329984713
0.02365983,0.9679602,29.306479186201287
0.023980072,0.9658658,28.263483538312855
0.023324344,0.970198,30.879942048318064
0.023670856,0.9682057,29.34962269209261
0.023831163,0.9670659,28.786547981422707
0.024168223,0.96463376,27.805730455769407
0.02385569,0.96757966,28.691799972099638
0.023633128,0.96864694,29.492505582983306
0.023717102,0.9681976,29.123076874139635
0.023615487,0.96715444,29.588949942588137
0.023586368,0.9686973,29.63391437322876
0.023791827,0.96699196,28.865823001489538
0.023523893,0.9685657,29.92603337432162
0.024105258,0.9651689,27.994672157616968
0.023642695,0.9690518,29.47647240255547
0.023609843,0.9684863,29.599396349122863
0.023763588,0.96732515,29.059249005936646
0.023505917,0.9700487,30.061689298255807
0.023446327,0.96989924,30.29245175593885
0.02393881,0.96706,28.469245626159207
0.024180254,0.96353483,27.72775844607468
0.023398709,0.9698655,30.49646503430068
0.02356188,0.969304,29.761964335872136
0.023462445,0.9703428,30.254536779817826
0.02364894,0.96887916,29.467387075612553
0.02363623,0.96893805,29.495931638927328
0.02357414,0.96957225,29.75015952589919
0.023511741,0.96861464,29.969505488611915
0.023767963,0.96781,28.972186466638355
0.023851823,0.96705383,28.69826894450008
0.023407053,0.9703997,30.44477997502827
0.023452878,0.9704728,30.229264043679137
0.023617249,0.9685438,29.536554097544325
0.023676347,0.9685547,29.332102159955205
0.023463652,0.9702907,30.18066188153396
0.023823721,0.96839714,28.854231467995657
0.02354106,0.9687422,29.860773966893678
0.023388244,0.9712301,30.572917768997797
